id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication,会员类型,会员等级
5246713962956768,QjBf6cpbO,7909459125,日益秃顶的A妈,#海底捞小便事件家长赔偿220万元#这可是史上最贵的一次了（还以为是小孩一看17了······,,,,海底捞小便事件家长赔偿220万元,0,10,60,2025-12-22 17:59,微博网页版,,,,,金V,超级会员,2
5245875008045135,QjfpWxKUf,1692775792,照完镜子正衣冠,#健闻登顶计划##抗血栓#警示案例：阿斯利康抗凝药——抗凝血因子Xa的依达赛珠单抗（Andexxa）因上市后监测研究发现血栓事件升高而主动撤市！英国阿斯利康的抗凝药依达赛珠单抗（Andexxa）（重组凝血因子Xa）即将撤出市场，原因是该药在加速审批上市后，按FDA要求进行IV期临床研究（上市后监测），反而存在严重的血栓安全隐患，相关病例报告中甚至包含致死案例。美FDA表示，这款药会导致血栓栓塞事件发生率上升，综合评估后认为其风险大于临床获益。依达赛珠单抗于2018年通过加速审批途径获批，2024年12月，阿斯利康提交生物制品许可申请（BLA），寻求完全获批，FDA基于IV期临床研究ANNEXA-I的结果，拒绝（CRL）了这一申请。数据显示，与常规治疗组相比，使用依达赛珠单抗的患者血栓发生率显著更高，达到14.6%，对照组仅为6.9%；同时，用药后30天内的血栓相关死亡率也更高，为2.5%，远高于对照组的0.9%。阿斯利康因此宣布，自12月22日起，依达赛珠单抗将正式停止销售。,,,,"健闻登顶计划,抗血栓",1,8,53,2025-12-20 10:25,华为Mate40保时捷设计,"https://wx2.sinaimg.cn/large/64e5b570ly1i8h5j8t1bfj20rs0fnwv2.jpg,https://wx4.sinaimg.cn/large/64e5b570ly1i8h5j93vqbj20u00k2tfi.jpg",,,,红V,超级会员,2
5243815071057327,QinPt4r3F,3841607108,蓝莓医生,n-3脂肪酸可以降低普通人群的心血管事件风险，且血液中n-3脂肪酸水平与心血管风险呈负相关。多伦多大学研究团队在《新英格兰医学杂志》（NEJM）上发表临床研究论文。在这项多中心、双盲、随机对照试验（PISCES）中，研究团队在26个研究中心开展了一项为期3.5年的研究，共纳入1228名接受维持性血液透析的成年患者。随机分为两组：鱼油组、安慰剂组，鱼油组每天服用4克鱼油补充剂，含1.6克EPA和0.8克DHA，分析了鱼油对其严重心血管事件的影响。研究发现，鱼油组严重心血管事件发生率为0.31/1000患者-日，而安慰剂组为0.61/1000患者-日，相比之下，鱼油组严重心血管事件发生率降低了43%。进一步分析发现，与安慰剂组相比，鱼油组的多个心血管结局风险也显著降低，包括心源性死亡风险降低45%、心肌梗死风险降低44%、导致截肢的外周血管病风险降低43%、卒中风险降低63%、首次心血管事件或全因死亡风险降低27%。,,,,,9,2,26,2025-12-14 18:00,微博网页版,"https://wx1.sinaimg.cn/large/e4fa45c4gy1i85n9efh6aj20ml0budh8.jpg,https://wx4.sinaimg.cn/large/e4fa45c4gy1i85n9eekh5j20a30cg3yt.jpg",,,,金V,超级会员,3
5247674565529419,Qk0esncsb,2028810631,新浪新闻,【#蓝战非绑架事件后更新视频#:探索南极+谈及被绑后心路历程】#蓝战非称还是选择回到南非#直播吧12月25日讯抖音知名旅游/游戏博主“蓝战非”前段时间自曝在非洲遭国人绑架，他原本的计划是从南非前往南极旅游。蓝战非今天在账号公布了这次探索南极的旅游视频，视频长达16分半；他在视频最后一段（15分钟左右）稍稍谈到遭绑架的事情：“结束旅程后我还是选择回到了南非开普敦，虽然大家都知道这座城市有一些不好的事情发生在我的身上，但是那已经是过去的事情；昨天也没办法改变，明天也不知道会发生什么，人活在当下才是最重要的，现在拥有的东西就是最好的。”他还在视频评论晒出一张自己的照片，并配文“敬自由”；据显示，蓝战非目前ip地址为湖南。,,,,"蓝战非绑架事件后更新视频,蓝战非称还是选择回到南非",11,8,46,2025-12-25 09:36,微博发布平台智能版,,"http://f.video.weibocdn.com/o0/QvXNtHKTlx08u1hDTJBe01041208yR6P0E040.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826247&ssig=F58tXV03RP&KID=unistore,video",,,蓝V,超级会员,2
5246408874529927,Qjtj1j0rl,1648894531,馮偉文,《屋顶人Roofman》，意料之外的还挺不错，即便没有什么动作戏码、冲突或者是戏剧点，可是剧情推进相当流畅自然。当然真较真起来，其实立意还挺微妙的，说白了就是一个退休老兵铤而走险抢劫为家里买房和给孩子过生日买礼物......就很老美中年白男的危机感。而且男主角是钱老板（查宁·塔图姆），就他这妆容真就是一脸中年老兵的味，很特么有说服力，（另外裸奔是真有必要还是他喜欢）。看来最后有花絮，才反应过来这是以真实事件改编，并且采访了女主角以及部分角色的原型。再看原型各方对男主角的评价，不得不唏嘘。对了，女主角是克尔斯滕·邓斯特，也很符合刻板印象的女主角原型.....甚至配角都都挺不错，居然有小恶魔和欧阳万成作为配角出场,,,,,0,3,26,2025-12-21 21:46,微博网页版,"https://wx2.sinaimg.cn/large/62482243gy1i8iul0xlzyj20s515o1kx.jpg,https://wx1.sinaimg.cn/large/62482243gy1i8iul18372j20s515okhs.jpg,https://wx3.sinaimg.cn/large/62482243gy1i8iul5eakrj20s515oh2b.jpg",,,,金V,超级会员,2
5246361014374791,Qjs3Pim59,2649616383,牙界骑士,#小洛熙宝宝事件最新进展##房间隔缺损##健闻登顶计划#感谢远方的好朋友,,东莞·DMDental大梦口腔,,"小洛熙宝宝事件最新进展,房间隔缺损,健闻登顶计划",1,0,6,2025-12-21 18:36,iPhone客户端,"https://wx2.sinaimg.cn/large/9dedefffgy1i8ipc2z44pj20xi0mjtdb.jpg,https://wx4.sinaimg.cn/large/9dedefffgy1i8ipc30r5oj20u01hcgsq.jpg",,,,金V,超级会员,2
5246739890049262,QjBUV0cOy,1496814565,封面新闻,【#官方正调查小区自来水变蓝事件#】#自来水变蓝小区有业主检出肺结节#12月21日，贵州遵义市播州区水务局发布了情况通报，回应近期备受关注的九珑台小区自来水变蓝事件。通报称，已成立处置工作组，采取应急措施，并已将水样送往权威机构检测。22日上午，@封面新闻记者采访多名小区业主、当地水务部门及供水企业发现，这场“近期”的公共事件已持续八个月，在自来水公司更换水管后，部分业主家中自来水依旧呈现蓝色，部分业主在体检后出现肺部结节等状况。12月5日晚，有业主发现小区内有工人在夜间拆卸供水管道。出于疑虑，业主上前查看并触摸了拆下的管道，发现内壁附着大量湿滑、有颜色的油漆状物质。“我们当时就意识到问题的严重性了。”陈先生说。随后，自来水公司迅速行动，在几天内将小区公共区域的供水管道全部更换为304不锈钢管。随后，在业主的强烈要求下，自来水公司于12月中旬，组织小区居民前往遵义医科大学第二附属医院进行体检。据业主统计，首批参与体检的超过200人。12月16日，首批体检报告出炉。“有20多名业主出现了肺结节、钙化等问题，很多人是同样的症状。”12月22日，@封面新闻记者分别致电播州区水务局和龙庆供水有限责任公司。水务局工作人员表示，水体出现异常的原因还在调查中。关于检测进展，该工作人员称样品已送往外省第三方机构，但具体送检单位和检测结果的出具时间“不清楚”。随后，记者联系到该小区自来水供水方——龙庆供水有限责任公司自来水公司。工作人员表示，“此次涉及的住户有80户左右，目前相关部门正在调查中，一切都要等调查结果。”但据部分小区业主反映，虽然自来水管道已更换，入户管道内的残留污染却仍未解决，家中净水器滤芯仍可见明显蓝色，时不时还会出现蓝色液体。自来水公司工作人员对此表示，“目前这些情况都还在进一步调查，最终以官方通报的调查结果为准。”O贵州一小区自来水变蓝八个月，换管后仍是蓝水？官方：正在调查L封面新闻的微博视频,,,封面新闻,"官方正调查小区自来水变蓝事件,自来水变蓝小区有业主检出肺结节",30,11,97,2025-12-22 19:42,微博视频号,,"http://f.video.weibocdn.com/o0/cOqRpTBKlx08tXkFj6wU01041200g5YB0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826247&ssig=EyZrrxmeKy&KID=unistore,video",,,普通用户,超级会员,4
5246708686783771,QjB6AssLF,5822570862,墨說財經,#海底捞小便事件家长赔偿220万元#17岁的熊孩子被判赔偿220万，接下来轮到“爱狗名媛”了！两个17岁的熊孩子，在海底捞为了刺激，站桌子上往锅里小便，还拍视频上传网上。被商家起诉。一审判决：当事人和家长赔礼道歉，赔偿220万。父母没教育好的孩子，只能交给社会和法律来教育了。接下来就看海底捞另一起“爱狗名媛事件”怎么判了！,,,,海底捞小便事件家长赔偿220万元,2,10,30,2025-12-22 17:38,人間清醒大師,"https://wx4.sinaimg.cn/large/006m2UFggy1i8jt9opsfhj30he0n4gp3.jpg,https://wx2.sinaimg.cn/large/006m2UFggy1i8jt9pqcinj30u01beqe8.jpg",,,,金V,超级会员,2
5246929424615522,QjGQCjmHU,1482739370,作手泽文,#海底捞小便事件家长赔偿220万元#这俩熊孩子以后再尿尿的时候会不会有什么心理负担，一解开裤子就想起220万呲没了。,,,,海底捞小便事件家长赔偿220万元,1,7,48,2025-12-23 08:15,,,,,,金V,超级会员,3
5243075879245940,Qi4BdCNi4,5575084454,儿科医生刘华,"#健闻登顶计划##流感季全家防护指南#奥司他韦的使用时，很多家长会担心其精神类反应，例如异常行为、谵妄、幻觉、激越、焦虑、意识障碍、困惑、噩梦和妄想等。但是……2025年，JAMA最新发表了一项研究，来解答大家临床中，大家比较关注的问题：奥司他韦是否存在精神神经类不良反应的问题。即《儿童和青少年在是否接受奥司他韦治疗的情况下感染流感后出现的神经精神系统相关症状》（Antoon,JW,etal.JAMANeurol.2025;82(10):1013-1021.）文献为一项顾性队列研究，纳入了5-17岁儿童，覆盖2016-2017及2019-2020年流感季数据。研究的目的是：探讨流感后服用奥司他韦与严重神经精神事件之间的关联。研究随访期分为5类：未治疗的流感期、奥司他韦治疗的流感期、治疗后随访期（完成用药至流感期结束）、奥司他韦预防用药期、无暴露期。发现：●事件发生率：在这些患者当中，整体神经精神事件发生率为6.25/10万人周；流感期间未治疗组的风险最高，奥司他韦治疗组风险显著降低（aIRR=0.53，95%CI0.33-0.88）。●亚组分析：神经系统事件（如癫痫）风险降低更明显（aIRR=0.45），精神事件（如情绪障碍）无显著关联（aIRR=0.80，95%CI0.34-1.88）。而且未经奥司他韦治疗组中，精神神经类反应事件多发生于流感诊断后1-2天，治疗组延迟至2.5天。最后作者得出结论：流感感染本身增加神经精神事件风险，而奥司他韦治疗可降低该风险约50%，尤其对神经系统并发症。提示奥司他韦本身并不增加精神类不良反应风险。作者评论中提到，对成人试验的Cochrane系统评价，以及随后对儿童和成人流感患者的临床试验进行的荟萃分析，均未发现奥司他韦治疗与神经精神事件之间存在关联韩国也有类似的大型数据也未发现:使用奥司他韦治疗流感并不会增加发生严重并发症的风险。认为公众对这种药物使用方式所表现出的担忧是没有必要的[2]。Huh,K,etal.OseltamivirandtheRiskofNeuropsychiatricEvents:ANational,Population-basedStudy.CLININFECTDIS.2020;71(9):e409-e414.美国儿科学会的2025-2026年指南其实也提到，系统性前瞻性临床试验和持续监测数据显示，奥司他韦与神经精神事件之间未建立明确的因果关系。流感本身即可导致神经精神并发症，包括异常行为，即使未使用奥司他韦也可发生[3]。[3]CommitteeonInfectiousDiseases.Pediatrics.2025;:202846.",,,,"健闻登顶计划,流感季全家防护指南",6,2,5,2025-12-12 17:02,微博网页版,"https://wx3.sinaimg.cn/large/0065iu90gy1i887oq7jc9j30mi0aagok.jpg,https://wx4.sinaimg.cn/large/0065iu90gy1i887reqtt1j30s40jo42b.jpg",,,,金V,超级会员,1
5246041739760192,QjjKREX4s,6621325565,柒大夫,#小洛熙宝宝事件最新进展#针对大家关心的房间隔缺损，简单做个科普：房间隔缺损是最常见的先天性心脏病之一，简单理解就是心脏左右心房之间的“墙壁”没长好，留下了一个洞。最常见的类型是位于房间隔中部的“继发孔型缺损”。关于治疗，并非所有缺损都需要马上手术。小缺损在婴幼儿期有自行闭合的可能。对于需要干预的情况，现在的治疗已非常微创：1.介入封堵：像输液一样，通过血管送入一个封堵器把洞补上，创伤小、恢复快。2.外科手术：对于不适合介入的复杂类型，可采用小切口手术进行修补。总体而言，绝大多数患儿通过及时、恰当的治疗，预后非常好，可以正常地成长、学习和生活。关键在于由心脏专科医生进行全面评估，制定个体化的治疗方案。目前整个事件，很多细节上，医患双方的说法并不一致，柒大夫和大家一起等待有更多信息披露出来#房间隔缺损##健闻登顶计划#,,,,"小洛熙宝宝事件最新进展,房间隔缺损,健闻登顶计划",5,10,144,2025-12-20 21:28,,https://wx1.sinaimg.cn/large/007e6pfDly1i8homl8qkej30jy09xt9v.jpg,,,,红V,超级会员,2
5243415135522879,QidqpnaKH,1309852723,媒体人君伟,赛德克·巴莱（上）(2025)我的评分：#跨年电影愿##赛德克巴莱#根据“雾社事件”改编的历史题材史诗电影，恢宏悲壮。上部用精细度饱满的服化道刻画出高山族部落的方方面面，他们独特的社会组织形式、生死观，与祖先的关系，部落间的矛盾，捕猎的方式与猎场的理解，和汉人的生意等等。至日本侵入台湾后，侵略与现代直接破坏了他们的生活与传统，整个族群被奴役欺压，他们与日本人的紧张关系徐徐展开，至婚礼敬酒事件成为爆发导火索。结尾的反抗在吟唱声中达到高潮，起雾后展开了对日本奴役的反击，战争场面尺度极大。主角刻画太出彩了，莫那鲁道从年轻时成为勇士，老了后再度筹谋带领部落抗争，整个人物不怒自威，眼神坚定，睿智勇猛，更为年轻一代精神领袖，指引他们、引领他们。其他角色同样丰富，尤其成了日本警察的高山族人内心的矛盾和挣扎。影片节奏动静相宜，音乐与画面配合营造出不同层次的心理感受。下部紧接血祭祖灵，日本警察军队开始反扑，出动飞机大炮，还用上了毒气弹，而高山族战士们一轮一轮地打游击战。首次泪奔在高山族妇女树林集体自缢。后面的战斗一方面展现赛德克战士艰苦卓绝的战斗，另一方面是日本坏种挑起部落仇恨，借刀杀人。下部里巴万成长为小赛德克勇士，满山遍野奔跑，小演员演得特别好。日本人小岛的刻画也非常到位，“菊与刀”本性暴露。下部故事非常沉重、可歌可泣，在展现高山族顽强抗击日本侵略时，回顾了神话传说里族人的来历，也给到勇士们彩虹桥与祖灵之家的归宿，整体情绪非常悲壮，泪点超多。,,,,"跨年电影愿,赛德克巴莱",0,0,4,2025-12-13 15:30,点评,"https://wx2.sinaimg.cn/large/4e12c433ly1i89bkpoh86j20u015zawa.jpg,https://wx2.sinaimg.cn/large/4e12c433ly1i89bkqe1sbj20u015znif.jpg",,,,黄V,会员,7
5246707713444943,QjB51esbB,1293980032,百花香帅,#海底捞小便事件家长赔偿220万元##海底捞小便当事人被判登报道歉#上海黄浦区法院对海底捞“小便事件”的判决，堪称一记响亮警钟！220万元高额赔偿，为“商誉损失”精准定价，彰显司法对企业合法权益的强力捍卫，给健康营商环境吃下“定心丸”。而判决中“教育与矫正”导向更是可圈可点，让近成年青少年公开道歉，直面错误，给他们上了严肃一课。同时明确监护人责任，毫不含糊。这一判决如同一面明镜，照出肆意挑战公序良俗的行为必将受法律严惩，也提醒家长莫让家庭教育缺位。它严正警示，自由有界，任性要担责，每个人都应为自己的行为买单！,,,,"海底捞小便事件家长赔偿220万元,海底捞小便当事人被判登报道歉",220,140,351,2025-12-22 17:34,百花香帅超话,https://wx4.sinaimg.cn/large/4d209180ly1i8jt64ze5cj20lk1o143r.jpg,,,,金V,超级会员,2
5245356931551326,Qj1Wl6vzo,5329785760,星分弈轸,大友至恩超话20251218大友至恩𝕏、ins更新&鸟越裕贵、嘉岛陆&安部礼司相关更新本日开幕「熱海殺人事件モンテカルロ・イリュージョン2025」两位邀请我前来观剧！真的非常开心！超级超级有趣！很好笑也很好哭。故事浓厚到几乎无法用语言形容，伏笔非常精彩，让人目不转睛。能来观看真是太好了🙇至今哭得最厉害的1次眼泪根本停不下来#熱海殺人事件#熱海モンテ2025,,,,熱海殺人事件 ,0,1,8,2025-12-19 00:06,大友至恩超话,"https://wx3.sinaimg.cn/large/005OHeKsgy1i8fi5o0da5j31kw16owqv.jpg,https://wx2.sinaimg.cn/large/005OHeKsgy1i8fi5np1o3j31kw16o4b6.jpg,https://wx2.sinaimg.cn/large/005OHeKsgy1i8fi5pbz55j31510usafx.jpg,https://wx2.sinaimg.cn/large/005OHeKsgy1i8fi5qatn9j30zu1rp41s.jpg,https://wx4.sinaimg.cn/large/005OHeKsgy1i8fi5q0l29j30fr0br3zl.jpg,https://wx1.sinaimg.cn/large/005OHeKsgy1i8fi5ndw8bj30fr0brmyt.jpg,https://wx2.sinaimg.cn/large/005OHeKsgy1i8fi5pomlfj31kw16oqoh.jpg,https://wx1.sinaimg.cn/large/005OHeKsgy1i8fi5oyc8lj30n01teak4.jpg,https://wx2.sinaimg.cn/large/005OHeKsgy1i8fi5o9ucdj30n01xgqc4.jpg",,,,普通用户,会员,6
5243378564338770,QictqicIa,2219081602,史小煮,不是第一次看了，但仍然觉得，值得4小时沉浸的震撼。这段台湾抗日的史诗，通过电影还原了。魏德圣用恢弘的镜头，还原了雾社事件的血色悲歌。群山间的猎场、面纹下的眼神、祭典中的吟唱……每一帧都在叩问：当现代文明碾过古老信仰，我们究竟失去了什么？“野蛮”的骄傲，胜过“文明”的枷锁。电影撕碎了所谓“文明”的优越感——真正的野蛮，是对信仰与尊严的践踏；而刀尖上的舞蹈，是抗日者最壮烈的控诉。当侵略者用枪炮“驯化”土地，赛德克人用鲜血在悬崖上书写自由。他们不是输给敌人，而是选择为灵魂的自由殉道。#电影赛德克巴莱原型是台湾抗日#,,,,电影赛德克巴莱原型是台湾抗日,66,59,79,2025-12-13 13:05,很哇塞的博主,"https://wx4.sinaimg.cn/large/84447f82ly1i896tjumtkj20zk1beajo.jpg,https://wx3.sinaimg.cn/large/84447f82ly1i896tk604ej20zk1be7g4.jpg,https://wx2.sinaimg.cn/large/84447f82ly1i896tkihd4j20zk1bek30.jpg,https://wx4.sinaimg.cn/large/84447f82ly1i896tkvdo3j20zk1begvo.jpg,https://wx1.sinaimg.cn/large/84447f82ly1i896tl3ttcj20zk1be7ff.jpg,https://wx4.sinaimg.cn/large/84447f82ly1i896tledfrj20zk1beak7.jpg,https://wx2.sinaimg.cn/large/84447f82ly1i896tlo04ij20zk1bewrg.jpg,https://wx1.sinaimg.cn/large/84447f82ly1i896tm1fyoj20zk1beqg9.jpg,https://wx3.sinaimg.cn/large/84447f82ly1i896tmbeiqj20zk1be7gb.jpg",,,,金V,超级会员,2
5243423785484321,QidEmn0IN,2750908271,捧咚杀世界,本周最值得去影院体验的电影，非《赛德克·巴莱》莫属。如果你还没看过，强烈推荐上下两部连看，完整体验影片的史诗感。《赛德克·巴莱》取材自中国台湾1930年真实发生的“雾社事件”，片中每个人物的选择——无论是拿起武器去跟日寇正面抗争，还是用牺牲换取尊严，都很有血性，他们的觉醒也是很有感染力的。作为华语电影中少有的真正史诗之作，它的精彩场面在大银幕上才能更直观地感受到。还记得第一次看上部时，我几乎屏住呼吸，感受到了无比的震撼。这样的电影，或许不会再有第二部了。所以千万别等，趁这次未删减版上映都去看吧，要是错过了这部真的会是今年的一大损失。,,,,,6,3,19,2025-12-13 16:05,iPhone 16,https://wx4.sinaimg.cn/large/a3f7876fly1i89c0j8te6j20qo1bftx3.jpg,,,,红V,超级会员,1
5247384965875480,QjSHmoEtO,3225422170,橄榄不菜,申奥拍《用武之地》的时候花了大量的时间搜寻相关纪录片、访谈、回忆录等等真实存在的资料，结合了不同地区发生过的绑架事件，力求影片呈现故事之真实。#电影用武之地口碑##电影用武之地首映礼#L橄榄不菜的微博视频,,,,"电影用武之地口碑,电影用武之地首映礼",32,32,46,2025-12-24 14:25,微博视频号,,"http://f.video.weibocdn.com/o0/HVkIh7TMlx08u00CJvVK01041200rN2z0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826267&ssig=QHT1fj%2FivJ&KID=unistore,video",,,金V,超级会员,2
5243858866933558,QioY6t5JA,5585898541,春天情书Haru,全面失控：特大号邮轮危机Trainwreck:PoopCruise(2025)聚焦2013年的粪便游轮事件。一艘游轮引擎失火后失去动力，4000多名游客受困海上，没有电力就算了，就连马桶也不能冲，臭名昭著的特大号危机就此爆发。官方中字,,,,,11,6,23,2025-12-14 20:54,iPhone 15 Pro Max,https://wx3.sinaimg.cn/large/00661RnLgy1i8apz0krbsj30u011inpd.jpg,,,,金V,超级会员,2
5243005415981090,Qi2Lzp5Xc,5752710610,Sidoimujeng,#日剧地下偶像杀人事件##地下偶像杀人事件#更至第十一集中字以大阪为中心活动的地下偶像团体「Baby★Starlight」的三位成员在某天意外杀害了「某个人」。为了守住这个不为人知秘密，三位成员携手面对接踵而至的困难与麻烦...。决心要成为闪耀偶像的三人，最终会走向何方呢…？田边桃子/横田真悠/林芽亚里/曾田陵介/奈叶/城田优/增田贵久/坪仓由幸/特劳登直美/郑龙进/水间龙/中村公隆/田村健太郎,,,,"日剧地下偶像杀人事件,地下偶像杀人事件",0,2,8,2025-12-12 12:22,微博网页版,https://wx4.sinaimg.cn/large/006hjMP0gy1i87zvprdd7j30u0140wll.jpg,,,,金V,超级会员,2
5244861502719010,QiP3gbpl0,3128947143,靠北台剧,台剧《幸福房屋事件簿》超清中字全14集陈庭妮蔡凡熙庄凯勋李国毅等人主演。以凶宅买卖为题材的恐怖惊悚台剧，和昨日官宣的《凶宅专卖店》这部剧题材非常类似。,,,,,2,3,47,2025-12-17 15:18,微博网页版,https://wx3.sinaimg.cn/large/ba7ff1c7gy1i8dx4uyaz9j20sg16j46f.jpg,,,,红V,超级会员,1
5244107182051538,QivqC8BHk,7440276715,舵手无畏,澳总理：系针对犹太社区的恐袭！据悉尼12月15日消息，澳大利亚悉尼东南的邦迪滩14日发生一起枪击事件，造成包括1名枪手在内的12人死亡、29人受伤。澳总理阿尔巴尼斯说，这是一起针对犹太社区的恐怖袭击，“令人震惊且痛心”。#澳大利亚降半旗悼念悉尼枪击事件遇难者#的相关内容，来智搜看看。#三分钟视频助燃计划##舵手军事#L舵手无畏的微博视频,,,,"澳大利亚降半旗悼念悉尼枪击事件遇难者,三分钟视频助燃计划,舵手军事",0,0,4,2025-12-15 13:20,微博视频号,,"http://f.video.weibocdn.com/u0/T0nXs0Hmgx08tLA9GmU001041200XI0R0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826287&ssig=hAFfeU8RG0&KID=unistore,video",,,金V,超级会员,2
5237546596436460,QfKL1r0pS,7399894004,沙姆雄狮_EL,华盛顿特区发生枪击事件，两名美国国民警卫队士兵中枪，媒体说枪手是一名29岁的前阿富汗政府军士兵RahmanullahLakanwal，他在2021年政府倒台后跟随美军撤往美国本土。,,,,,19,19,93,2025-11-27 10:51,,"https://wx2.sinaimg.cn/large/0084Nct6ly1i7ql046acrj30u0140dne.jpg,https://wx1.sinaimg.cn/large/0084Nct6ly1i7ql04e21fj30fg0id0u5.jpg,https://wx3.sinaimg.cn/large/0084Nct6ly1i7ql04nu48j30s60pxacg.jpg",,,,金V,超级会员,3
5238146493055534,Qg0mBcOSO,7579541456,美爾塞蒂絲,"美国军人是美国最受重视和最受尊敬的群体之一，正面挑衅和杀害士兵，这无异于向美国“宣战”，枪击事件正在引发全美的政治与安全风暴。川普强硬表态：“我们绝不会再容忍那些根本不该在美国的人，对法律和秩序发起攻击，我们现在必须重新审查在拜登任内进入美国的每一名来自阿富汗的外国人，并采取一切必要措施，确保将任何不属于这里、或无法为这个国家带来益处的外国人予以驱逐，不论其来自哪个国家。”他最后直言：“如果他们不能爱美国，我们就不要他们。”可以肯定地说，这次针对美国国民警卫队士兵的枪击事件，将引发新一轮且强硬的驱逐非法移民和反伊斯兰极端主义行动。查理·柯克曾经一针见血地说：""我看不到任何一个变得更伊斯兰化的西方国家——反而变得更宜居、更幸福或更自由。""华盛顿的枪声，将彻底点燃川普的复仇之火O网页链接O网页链接",,,,,15,12,262,2025-11-29 02:35,微博分享,,,,,普通用户,会员,6
5244921109021332,QiQBoBQRm,1699432410,新华社,#悉尼邦迪滩枪击事件嫌疑人受到59项指控#【澳大利亚海滩枪击事件嫌疑人受到59项指控】澳大利亚新南威尔士州警方17日说，该州联合反恐小组对悉尼邦迪滩枪击事件嫌疑人、24岁的纳维德·阿克拉姆正式提出59项罪名指控。（记者：张淑惠齐紫剑李晓渝）L新华社的微博视频,,,,悉尼邦迪滩枪击事件嫌疑人受到59项指控,57,38,127,2025-12-17 19:15,微博视频号,,"http://f.video.weibocdn.com/o0/CU2248oslx08tPafSFdK01041200bnSW0E010.mp4?label=mp4_720p&template=720x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826287&ssig=lh5R9XtMu9&KID=unistore,video",,,普通用户,超级会员,4
5247468425970300,QjURYp39a,6531749317,橘雾凝秋,#贾乃亮被曝售假事件反转#贾乃亮二话不说停播维权，工作室第一时间承诺送检，这份担当直接圈粉！#一分钟视频创作季##金牌剪刀手#L橘雾凝秋的微博视频,,,,"贾乃亮被曝售假事件反转,一分钟视频创作季,金牌剪刀手",0,14,64,2025-12-24 19:57,微博视频号,,"http://f.video.weibocdn.com/o0/hvVGW3G2lx08u0noLbq801041200lApQ0E010.mp4?label=mp4_720p&template=960x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826287&ssig=HgvLqp6cZu&KID=unistore,video",,,金V,超级会员,2
5247475163074400,QjV2QcTN6,3051814750,饭圈女孩,#贾乃亮被曝售假事件反转#从争议到真相大白，虽然过程有波折，但最终的结果让人安心消费。L饭圈女孩的微博视频,,,,贾乃亮被曝售假事件反转,0,31,72,2025-12-24 20:23,微博视频号,,"http://f.video.weibocdn.com/o0/Yl9KP06Jlx08u0peceXS01041200l8zu0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826287&ssig=%2Ft5O1tVP8M&KID=unistore,video",,,金V,超级会员,2
5243526260460880,QigjE1VTy,1016096122,下坡要开心飞呀,无意中看了韩国电影《回家的路》，很受震撼，震撼于韩国电影的勇气，震撼全度妍的演技，震撼于此片是如何过审的。虽然韩国电影无情揭露自己ZF体制黑暗面的电影电视剧很常见，但是此片根据真实事件改编，导演开展高难度海外拍摄，场景和出演申请拍摄的沟通过程据说漫长而复杂，其完成度也尽可能地高了。剧情就不剧透了，整个看片过程代入感极强。强烈推荐。,,,,,0,3,0,2025-12-13 22:52,荣耀Magic5,https://wx4.sinaimg.cn/large/3c90657agy1i89ng4xuo6j20m80vwqo9.jpg,,,,普通用户,非会员,0
5247871432524872,Qk5lZaAPK,2650980971,达州司法,【#开展应急突发事件普法#】《中华人民共和国法治宣传教育法》第二十三条：应急管理、卫生健康、公安等部门应当组织开展自然灾害、事故灾难、公共卫生事件和社会安全事件应对的法治宣传教育，推动全社会提高突发事件预防和应对能力。法治达州超话#达达分享#L法治日报的微博视频,,,,"开展应急突发事件普法,达达分享",0,4,4,2025-12-25 22:38,法治达州超话,,"http://f.video.weibocdn.com/o0/6tcnJJXQlx08tSxYnfkI0104120030hg0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1766826287&ssig=VLEzXbTAA0&KID=unistore,video",,,蓝V,超级会员,1
